1.362779468536377, 50.258, 1.2494081699848174, 54.33
1.19130710375309, 57.426, 1.0813458573818207, 61.75
1.0596937042474748, 63.38, 1.0134225368499756, 65.57
0.8811625772714615, 69.006, 0.7965542894601821, 72.51
0.8819160300493241, 69.612, 0.7799659287929535, 73.42
0.8151031209826469, 71.586, 0.7231923896074295, 75.17
0.7471168458461761, 73.888, 0.6845031774044037, 76.14
0.6988722690939904, 75.71, 0.6219986394047737, 78.65
0.6716772933006286, 76.504, 0.6215893340110779, 78.54
0.6205780732035637, 78.752, 0.5619019088149071, 81.1
0.5697361066937446, 80.502, 0.5257994017004967, 82.18
0.5484452762007713, 81.232, 0.5192528551816941, 82.37
0.5380284484624863, 81.7, 0.4984569281339645, 83.37
0.5095726634263993, 82.604, 0.4850965645909309, 83.91
0.4765960585474968, 83.21, 0.452672159075737, 84.86
0.44913712903857234, 84.454, 0.4716783645749092, 83.94
0.431968324393034, 85.192, 0.43142800122499464, 85.6
0.48835982474684714, 82.906, 0.48770457863807676, 84.2
0.4137246825993061, 85.71, 0.4296895253658295, 85.48
0.41605937758088113, 85.47, 0.4428268291056156, 85.08
0.3745912276506424, 86.938, 0.4006777089834213, 86.49
0.3599845075905323, 87.64, 0.4090242451429367, 86.8
0.34703014615178107, 88.032, 0.38768024265766143, 87.03
0.3606679381728172, 87.864, 0.40597185373306277, 86.47
0.3307294567525387, 88.856, 0.3787404598295689, 87.24
0.3262322529256344, 88.708, 0.39437799364328385, 87.05
0.30927004987001416, 89.286, 0.3676638439297676, 87.63
0.3616883272528648, 87.302, 0.43723870784044266, 85.38
0.2934780879020691, 89.67, 0.36658849954605105, 87.85
0.3024675841629505, 89.284, 0.3871242386102676, 87.05
0.2797765701264143, 90.058, 0.3659057840704918, 87.99
0.27112297515571115, 90.572, 0.3664227093756199, 87.68
0.25859978471696377, 90.85, 0.36905338808894156, 88.37
0.2686463233977556, 90.614, 0.3743200421333313, 88.15
0.2821399473398924, 90.0, 0.3918636965751648, 87.18
0.24743567042052747, 91.29, 0.366363755017519, 88.19
0.2457606385499239, 91.53, 0.37539959654211996, 87.97
0.23102479384839536, 91.944, 0.3576397994160652, 88.48
0.2479788790345192, 91.238, 0.37699090883135794, 88.1
0.24078011497855187, 91.35, 0.3820780040323734, 88.05
0.22287717659771442, 92.234, 0.3826907388865948, 87.8
0.1969409446567297, 93.29, 0.34681142687797545, 88.78
0.20539247328042984, 92.714, 0.36586765959858897, 88.57
0.2020591939687729, 92.88, 0.3504420779645443, 88.77
0.1934131806269288, 93.318, 0.3564699611067772, 88.77
0.19830649444460868, 93.098, 0.3634307853877544, 88.56
0.19428167229145765, 93.222, 0.35811093777418135, 89.16
0.18115252631157636, 93.718, 0.3683221649378538, 88.96
0.1779472061544657, 93.894, 0.3567358791828156, 89.21
0.18656310530006887, 93.368, 0.36068850800395014, 88.97
